Marketing Name,Product Code,Code,Product Type,Color Description,First Offer Date,Primary,Secondary,Accent,Match to Garment,Light Tonal,Dark Tonal,Neutral,Green,Match to Swoosh,Notes,Secondary Palette Title,Primary2,Secondary2,Accent2,Match to Garment2,Light Tonal2,Dark Tonal2,Neutral2,Green2,Match to Swoosh2,@Front Image,@Back Image
NIKE MDN FIT TR DRY 6/1 PRT,839491-300,300,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",ELECTRO GREEN/WHITE/(BLACK),5/1/17,2296R,2297R,1079S,1377M,1302M,1079S,1138M,2595R,2296R,WHITE SPOTTED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\839491-300-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\839491-300-LASBH001.PNG
NIKE MDN FIT TR DRY 6/1 PRT,839491-432,432,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",VIVID SKY/WHITE/(BLACK),5/1/17,2296R,2297R,1096M,1289M,1092M,1096M,1138M,1079M,2296R,WHITE SPOTTED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\839491-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\839491-432-LASBH001.PNG
NIKE MDN FIT TR DRY 6/1 PRT,839491-452,452,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",PARAMOUNT BLUE/WHITE/(BLACK),5/1/17,2297R,2296R,1266M,2385R,1266M,1197S,1128M,2323R,2296R,WHITE SPOTTED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\839491-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\839491-452-LASBH001.PNG
NIKE MDN FIT TR DRY 6/1 PRT,839491-607,607,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",SPORT FUCHSIA/WHITE/(BLACK),5/1/17,2297R,2296R,2260R,1310M,2260R,2498R,1084M,1250M,2296R,WHITE SPOTTED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\839491-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\839491-607-LASBH001.PNG
NIKE MDN FIT TR DRY 6/1 PRT,839491-617,617,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",RACER PINK/WHITE/(BLACK),5/1/17,2296R,2297R,2432R,1907M,2246R,2432R,1084M,1079M,2296R,WHITE SPOTTED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\839491-617-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\839491-617-LASBH001.PNG
NIKE MDN FIT TR DRY 6/1 PRT,839491-856,856,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",BRIGHT MANDARIN/WHITE/(BLACK),5/1/17,2296R,2297R,1021M,2330R,2256R,1021M,1138M,1369M,2296R,WHITE SPOTTED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\839491-856-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\839491-856-LASBH001.PNG
NIKE MDN FIT TR DRY 4/1 PRT 2,839493-010,10,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",BLACK/(FLT SILVER),1/1/17,2297R,1118M,1220S,2296R,1219S,1220S,1062M,1250M,1118M,"LOGO AT SLEEVE WILL FALL ALL IN WHITE UNLESS IT IS TALLER THAN 2.5""; SLEEVE BLOCK HEIGHT IS 4.5""; LOGO IS PLACED 2"" FROM SLEEVE OPENING",SLEEVE,2296R,1118M,1086M,2297R,1086M,1118M,1060M,1079M,1118M,V:\LINE PREP\Line Prep\SpSu 2017\New images\839493-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\839493-010-LASBH001.PNG
NIKE MDN FIT TR DRY 4/1 PRT 2,839493-071,71,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",CHARCOAL HEATHR/(FLT SILVER),1/1/17,2297R,2296R,1118M,1212M,1151M,1041M,1060M,1170M,1118M,"LOGO AT SLEEVE WILL FALL ALL IN WHITE UNLESS IT IS TALLER THAN 2.5""; SLEEVE BLOCK HEIGHT IS 4.5""; LOGO IS PLACED 2"" FROM SLEEVE OPENING",SLEEVE,1118M,2296R,1086M,2297R,1086M,1118M,1060M,1079M,1118M,V:\LINE PREP\Line Prep\SpSu 2017\New images\839493-071-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\839493-071-LASBH001.PNG
NIKE MDN FIT TR DRY 4/1 PRT 2,839493-100,100,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",WHITE/(BLACK),1/1/17,2296R,1118M,1086M,2297R,1086M,1118M,1060M,1079M,2296R,"LOGO AT SLEEVE WILL FALL ALL IN BLACK UNLESS IT IS TALLER THAN 2.5""; SLEEVE BLOCK HEIGHT IS 4.5""; LOGO IS PLACED 2"" FROM SLEEVE OPENING",SLEEVE,2297R,1118M,1220S,2296R,1219S,1220S,1062M,1079M,2296R,V:\LINE PREP\Line Prep\SpSu 2017\New images\839493-100-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\839493-100-LASBH001.PNG
NIKE MDN FIT TR DRY 4/1 PRT 2,839493-512,512,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",DEEP NIGHT/(FLT SILVER),3/1/17,1118M,2296R,1266M,2385R,1266M,1197S,1128M,2323R,1118M,"LOGO AT SLEEVE WILL FALL ALL IN BLACK UNLESS IT IS TALLER THAN 2.5""; SLEEVE BLOCK HEIGHT IS 4.5""; LOGO IS PLACED 2"" FROM SLEEVE OPENING",SLEEVE,1118M,2385R,1220S,2296R,1219S,1220S,1062M,1079M,1118M,V:\LINE PREP\Line Prep\SpSu 2017\New images\839493-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\839493-512-LASBH001.PNG
NIKE MDN FIT TR DRY 4/1 PRT 2,839493-852,852,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",MAX ORANGE/(FLT SILVER),1/1/17,2296R,1118M,1077M,2420R,1077M,1039M,1128M,1079M,1118M,"LOGO AT SLEEVE WILL FALL ALL IN BLACK UNLESS IT IS TALLER THAN 2.5""; SLEEVE BLOCK HEIGHT IS 4.5""; LOGO IS PLACED 2"" FROM SLEEVE OPENING",SLEEVE,2420R,1118M,1219S,2296R,1219S,1220S,1062M,1079M,1118M,V:\LINE PREP\Line Prep\SpSu 2017\New images\839493-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\839493-852-LASBH001.PNG
NIKE GOLF SL HEATHER POLO,840334-010,10,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",BLACK/HTR/(WHITE),1/1/17,2297R,1219S,1220S,2296R,1219S,1220S,1062M,1250M,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-010-LASBH001.PNG
NIKE GOLF SL HEATHER POLO,840334-012,12,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",WOLF GREY/HTR/(WHITE),1/1/17,2297R,2296R,0919C,0942C,1198M,0919C,2571R,1279M,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-012-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-012-LASBH001.PNG
NIKE GOLF SL HEATHER POLO,840334-432,432,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",VIVID SKY/HTR/(WHITE),5/1/17,2297R,2296R,1096M,1289M,1092M,1096M,1138M,1079M,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-432-LASBH001.PNG
NIKE GOLF SL HEATHER POLO,840334-512,512,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",DEEP NIGHT/HTR/(WHITE),3/1/17,2297R,2296R,1266M,2385R,1266M,1197S,1128M,2323R,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-512-LASBH001.PNG
NIKE GOLF SL HEATHER POLO,840334-607,607,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",SPORT FUCHSIA/HTR/(WHITE),5/1/17,2297R,2296R,2591R,2500R,2591R,2376R,1084M,1250M,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-607-LASBH001.PNG
NIKE GOLF SL HEATHER POLO,840334-676,676,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",LAVA GLOW/HTR/(WHITE),1/1/17,2297R,2296R,1184M,1107M,1016M,1184M,1084M,1079M,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-676-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-676-LASBH001.PNG
NIKE GOLF SL HEATHER POLO,840334-852,852,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",MAX ORANGE/HTR/(WHITE),1/1/17,2297R,2296R,1039M,2420R,1077M,1039M,1128M,1079M,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-852-LASBH001.PNG
NIKE GOLF SL HEATHER POLO,840334-856,856,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",BRIGHT MANDARIN/HTR/(WHITE),5/1/17,2297R,2296R,1021M,1178M,2256R,1021M,1138M,1369M,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-856-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\840334-856-LASBH001.PNG
BOYS' FULL-ZIP SHIELD JKT,845295-010,10,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",BLACK/(WHITE),1/1/17,2297R,1219S,1220S,2296R,1219S,1220S,1062M,1250M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\845295-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\845295-010-LASBH001.PNG
BOYS' FULL-ZIP SHIELD JKT,845295-012,12,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",WOLF GREY/(BLACK),1/1/17,2296R,2297R,1041M,1212M,1151M,1041M,2571R,1279M,2296R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\845295-012-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\845295-012-LASBH001.PNG
TW CLASSIC99 STATEMENT CAP,845579-010,10,C19 RP,BLACK/ANTHRA/(REFLECT BLACK),1/1/17,1011M,1220S,2297R,2296R,1219S,1220S,1062M,1250M,1011M,RIGHT PANEL ONLY DUE TO SWOOSH ON LEFT PANEL; TW MATCH ON FC 1011M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-010-LASBH001.PNG
TW CLASSIC99 STATEMENT CAP,845579-021,21,C19 RP,DARK GREY/ANTHRA/(REFBLK),1/1/17,1011M,2296R,2297R,0943C,1041M,2296R,1062M,1250M,2296R,RIGHT PANEL ONLY DUE TO SWOOSH ON LEFT PANEL; TW MATCH ON FC 1011M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-021-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-021-LASBH001.PNG
TW CLASSIC99 STATEMENT CAP,845579-100,100,C19 RP,WHITE/ANTHRA/(REFLECT BLACK),1/1/17,2296R,1011M,1086M,2297R,1086M,1118M,1060M,1079M,2296R,RIGHT PANEL ONLY DUE TO SWOOSH ON LEFT PANEL; TW MATCH ON FC 1011M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-100-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-100-LASBH001.PNG
TW CLASSIC99 STATEMENT CAP,845579-432,432,C19 RP,VIVID SKY/ANTHRA/(REFBLK),5/1/17,1011M,2296R,1096M,1289M,1092M,1096M,1138M,1079M,2296R,RIGHT PANEL ONLY DUE TO SWOOSH ON LEFT PANEL; TW MATCH ON FC 1011M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-432-LASBH001.PNG
TW CLASSIC99 STATEMENT CAP,845579-452,452,C19 RP,PARAMOUNT BLUE/ANTHRA/(REFBLK),3/1/17,1011M,2296R,1266M,2385R,1266M,1197S,1128M,2323R,2296R,RIGHT PANEL ONLY DUE TO SWOOSH ON LEFT PANEL; TW MATCH ON FC 1011M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-452-LASBH001.PNG
TW CLASSIC99 STATEMENT CAP,845579-852,852,C19 RP,MAX ORANGE/ANTHRA/(REFBLK),1/1/17,2296R,1011M,1077M,2420R,1077M,1039M,1128M,1079M,2296R,RIGHT PANEL ONLY DUE TO SWOOSH ON LEFT PANEL; TW MATCH ON FC 1011M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-852-LASBH001.PNG
TW CLASSIC99 STATEMENT CAP,845579-856,856,C19 RP,BRTMAN/ANTHRA/(REFBLK),5/1/17,2296R,1011M,1021M,2330R,2256R,1021M,1138M,1369M,2296R,RIGHT PANEL ONLY DUE TO SWOOSH ON LEFT PANEL; TW MATCH ON FC 1011M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-856-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\845579-856-LASBH001.PNG
NIKE GOLF W AO GRAPHIC RCRBCK,846417-010,10,"T231 LLH, LRH, BY, BRS, LCL, RCL",BLACK/WHITE/(METALLIC SILVER),3/1/17,1011S,2296R,1220S,2297R,1086M,1118M,1060M,1250M,1011S,BLACK & WHITE PATTERN FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846417-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846417-010-LASBH001.PNG
NIKE GOLF W AO GRAPHIC RCRBCK,846417-452,452,"T231 LLH, LRH, BY, BRS, LCL, RCL",PARAMOUNT BLUE/UNVBLU/(M SILV),3/1/17,1011S,2296R,1266M,1373M,1092M,1266M,1060M,1250M,1011S,1373M & 1266M PATTERN FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846417-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846417-452-LASBH001.PNG
LUCKY AZALEA FULL ZIP JACKET,846422-010,10,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",BLACK/(WHITE),1/1/17,2296R,2297R,1118M,2541R,1118M,2296R,1062M,1250M,2296R,BLACK ZIPPER,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846422-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846422-010-LASBH001.PNG
LUCKY AZALEA FULL ZIP JACKET,846422-012,12,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",WOLF GREY/(WHITE),1/1/17,2297R,2296R,1041M,1212M,1151M,1041M,2571R,1279M,2297R,ZIPPER MATCHES FABRIC COLOR 1212M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846422-012-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846422-012-LASBH001.PNG
LUCKY AZALEA FULL ZIP JACKET,846422-100,100,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",WHITE/(BLACK),1/1/17,2296R,1118M,1086M,2297R,1086M,1118M,1060M,1079M,2296R,ZIPPER MATCH IS WHITE,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846422-100-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846422-100-LASBH001.PNG
LUCKY AZALEA FULL ZIP JACKET,846422-512,512,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",DEEP NIGHT/(WHITE),3/1/17,2297R,2429R,2296R,1335M,1275M,2429R,1128M,2323R,2297R,ZIPPER MATCH 2429R,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846422-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846422-512-LASBH001.PNG
LUCKY AZALEA FULL ZIP JACKET,846422-607,607,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",SPORT FUCHSIA/(WHITE),5/1/17,2297R,1383M,2296R,1109M,1321M,1383M,1084M,1250M,2297R,ZIPPER MATCH 1383M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846422-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846422-607-LASBH001.PNG
LUCKY AZALEA FULL ZIP JACKET,846422-852,852,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",MAX ORANGE/(WHITE),1/1/17,2297R,2263R,2296R,1307M,1016M,2263R,1128M,1079M,2297R,ZIPPER SLIGHTLY DARKER THAN BODY FABRIC 2263R,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846422-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846422-852-LASBH001.PNG
NIKE MODERN FIT DOT PRNT SHORT,846751-021,21,"B43 BLL, BRL, BLP, ABLP",DARK GREY/BLACK/(DARK GREY),5/1/17,2296R,2297R,1166S,1241M,1166S,2296R,1062M,1250M,1241M,BLACK DOTTED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846751-021-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846751-021-LASBH001.PNG
NIKE MODERN FIT DOT PRNT SHORT,846751-100,100,"B43 BLL, BRL, BLP, ABLP",WHITE/BLACK/(WHITE),5/1/17,2296R,1118M,1086M,2297R,1086M,1118M,1060M,1079M,2297R,BLACK DOTTED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846751-100-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846751-100-LASBH001.PNG
NIKE MODERN FIT DOT PRNT SHORT,846751-387,387,"B43 BLL, BRL, BLP, ABLP",PALM GREEN/CGOKHK/(PALM GREEN),5/1/17,2296R,2297R,1211S,1212S,1211S,1210S,1128M,1048M,1210S,BLACK DOTTED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846751-387-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846751-387-LASBH001.PNG
NIKE PRCSN ZEBRA FADE SL POLO,846897-021,21,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",D GREY/WLFGRY/WHITE/(M SILV),5/1/17,1011S,1197S,1030M,2297R,1030M,1197S,1060M,1250M,1011S,PATTERN FABRIC WITH GRADIENT SHADES OF BLUE(LIGHT TO DARK-TOP TO BOTTOM) AND WHITE,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846897-021-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846897-021-LASBH001.PNG
NIKE PRCSN ZEBRA FADE SL POLO,846897-452,452,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",PMTBLU/MEDBLU/WHITE/(M SILV),5/1/17,1011S,2296R,1041M,2297R,1012M,1041M,1060M,1250M,1011S,PATTERN FABRIC WITH GRADIENT SHADES OF GREY(LIGHT TO DARK-TOP TO BOTTOM) AND WHITE,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846897-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846897-452-LASBH001.PNG
NIKE PRCSN ZEBRA FADE SL POLO,846897-852,852,"T187 RC, BY, LLH, LRH, BRS, LCL, RCL",MAXORG/BRTMAN/WHITE/(M SILV),5/1/17,1011S,1221M,1017M,2297R,1017M,1221M,1128M,1079M,1011S,PATTERN FABRIC WITH GRADIENT SHADES OF ORANGE(LIGHT TO DARK-TOP TO BOTTOM) AND WHITE,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846897-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846897-852-LASBH001.PNG
NIKE PRCSN ZEBRA PRINT POLO,846899-010,10,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",BLACK/WHITE/(METALLIC SILVER),1/1/17,1011S,2296R,1220S,2297R,1086M,1118M,1060M,1250M,1011S,BLACK & WHITE PATTERN FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846899-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846899-010-LASBH001.PNG
NIKE PRCSN ZEBRA PRINT POLO,846899-452,452,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",PARAMOUNT BLUE/UNVBLU/(M SILV),3/1/17,1011S,2296R,1266M,1373M,1092M,1266M,1060M,1250M,1011S,1373M & 1266M PATTERN FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846899-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846899-452-LASBH001.PNG
NIKE PRCSN ZEBRA PRINT POLO,846899-665,666,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",TRUE BERRY/VVDPNK/(M SILV),5/1/17,1011S,2297R,1388M,2590R,2260R,1388M,1060M,1250M,1011S,2590r & 1388m PATTERN FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846899-665-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846899-665-LASBH001.PNG
NIKE PRCSN ZEBRA PRINT POLO,846899-852,852,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",MAX ORANGE/LAVAGL/(M SILV),1/1/17,1011S,2297R,1307M,1107M,1016M,1307M,1128M,1079M,1011S,1107M & 1307M PATTERN FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\846899-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\846899-852-LASBH001.PNG
NIKE GOLF CLASSIC99 MESH CAP,848052-010,10,"C12 LP, RP",BLACK/WHITE/ANTHRACITE/(WHITE),1/1/17,2297R,1219S,1220S,2296R,1219S,1220S,1062M,1250M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-010-LASBH001.PNG
NIKE GOLF CLASSIC99 MESH CAP,848052-021,21,"C12 LP, RP",DARK GREY/WHITE/ANTHRA/(WHITE),1/1/17,2297R,2296R,1041M,0943C,1041M,2296R,1062M,1250M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-021-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-021-LASBH001.PNG
NIKE GOLF CLASSIC99 MESH CAP,848052-101,101,"C12 LP, RP",WHITE/BLACK/ANTHRACITE/(BLACK),1/1/17,2296R,1118M,1086M,2297R,1086M,1118M,1060M,1079M,2296R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-101-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-101-LASBH001.PNG
NIKE GOLF CLASSIC99 MESH CAP,848052-102,102,"C12 LP, RP",WHITE/MAXORG/ANTHRA/(MAXORG),1/1/17,2420R,2296R,1118M,2297R,1086M,1118M,1060M,1079M,2420R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-102-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-102-LASBH001.PNG
NIKE GOLF CLASSIC99 MESH CAP,848052-300,300,"C12 LP, RP",ELTRGR/WHITE/ANTHRA/(WHITE),5/1/17,2297R,2296R,1079S,2312R,1302M,1079S,1138M,2595R,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-300-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-300-LASBH001.PNG
NIKE GOLF CLASSIC99 MESH CAP,848052-387,387,"C12 LP, RP",PALM G/BLACK/ANTHRA/(BLACK),1/1/17,2296R,2297R,0552C,2601R,0552C,1393M,1128M,1048M,2296R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-387-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-387-LASBH001.PNG
NIKE GOLF CLASSIC99 MESH CAP,848052-432,432,"C12 LP, RP",VIVID SKY/WHITE/ANTHRA/(WHITE),5/1/17,2297R,2296R,1096M,1289M,1092M,1096M,1138M,1079M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-432-LASBH001.PNG
NIKE GOLF CLASSIC99 MESH CAP,848052-512,512,"C12 LP, RP",DEEPNT/WHITE/ANTHRA/(WHITE),3/1/17,2297R,2296R,1266M,2439R,1266M,1044M,1128M,2323R,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-512-LASBH001.PNG
NIKE GOLF CLASSIC99 MESH CAP,848052-607,607,"C12 LP, RP",SPRTFS/WHITE/ANTHRA/(WHITE),5/1/17,2297R,2296R,2500R,1183M,2500R,2376R,1084M,1250M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-607-LASBH001.PNG
NIKE GOLF CLASSIC99 MESH CAP,848052-852,852,"C12 LP, RP",MAXORG/BLACK/ANTHRA/(BLACK),1/1/17,2296R,2297R,1077M,2420R,1077M,1039M,1128M,1079M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\848052-852-LASBH001.PNG
NIKE GOLF MDN JOGGER PANT,848069-010,10,"B30 BLP, LLA, LRA, ABLP",BLACK/(WHITE),1/1/17,2297R,1219S,1220S,2296R,1219S,1220S,1062M,1250M,2297R,BLACK CUFF LEG OPENING,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\848069-010-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\848069-010-LASBH001.PNG
